ws_per_48_calc,bpm_calc,ts_pct_calc,fg_pct_calc,fg3_pct_calc,pts_per_36_calc,stl_pct_calc,trb_pct_calc,blk_pct_calc,mps_calc,ast_pct_calc,allstar_pct_calc,sum_mp,start_age,end_age,avg_age,player_height,player_weight,stand_jump,max_jump,court_sprint,lane_agility,bench_press,usg_pct_calc,orb_pct_calc,drb_pct_calc,net_rating_calc,career_years,all_star_total,score_guard,score_wing,score_big,score_nach_cluster,success_score
0.05845213193885761,-3.7079646017699117,0.5425221238938053,0.41860498793242157,0.32382139983909897,11.984553499597748,0.013770716009654063,0.09584070796460177,0.01069106999195495,414.3333333333333,0.04969428801287209,0.0,1243.0,21.0,23.0,22.0,195.58,97.52227999999998,,,,,,0.15316251005631534,0.038149637972646824,0.15214641995172967,1.1162510056315367,3,0,28.25,31.28,30.74,31.28,31.28
0.048,-4.3,0.556,0.463,0.304,12.357320099255585,0.012,0.076,0.008,604.5,0.085,0.0,1209.0,23.0,24.0,23.5,194.31,86.18248,29.5,36.0,3.04,11.2,,0.153,0.043,0.11000000000000001,-8.1,2,0,29.67,30.1,29.35,29.67,30.1
0.11481266666666666,-1.6969833333333333,0.5474526666666667,0.4939354166666667,0.03710175,12.381599999999999,0.01243,0.13435075000000002,0.03356183333333333,857.1428571428571,0.06743283333333333,0.0,12000.0,22.0,36.0,29.357142857142858,205.74,105.27114333333334,,,,,,0.16811925,0.09681441666666665,0.17323633333333333,-2.7458583333333335,14,0,34.99,38.98,40.86,40.86,40.86
0.05121873790166473,-2.5471931862175765,0.5346856368563686,0.4253774680603949,0.357029810298103,12.946341463414635,0.014125435540069687,0.07876306620209059,0.018541231126596978,516.6,0.05938521099496709,0.0,2583.0,24.0,28.0,26.0,196.596,102.51179199999999,,,,,,0.16672319008904377,0.02191908633372048,0.13510840108401084,-5.4070847851335655,5,0,29.85,31.5,30.84,31.5,31.5
0.004931528662420382,-5.935589171974523,0.45803304140127393,0.40193869426751594,0.0,13.987261146496815,0.012651273885350318,0.11869585987261146,0.03558678343949045,628.0,0.03934792993630573,0.0,2512.0,23.0,26.0,24.5,210.82,108.86208,,,,,,0.21594028662420384,0.08648845541401275,0.1518204617834395,-1.2738853503184713,4,0,25.98,29.55,31.08,31.08,31.08
0.03152075471698113,-3.8825995807127884,0.4902796645702306,0.41148553459119497,0.22904570230607965,10.878490566037737,0.01806457023060797,0.0473475890985325,0.0013316561844863733,596.25,0.19571823899371069,0.0,2385.0,23.0,26.0,24.5,190.5,90.831798,29.0,34.0,3.22,11.0,8.0,0.1671970649895178,0.0160125786163522,0.07879077568134171,-4.138867924528302,4,0,31.04,28.64,25.4,31.04,31.04
0.017,-5.2,0.387,0.297,0.357,9.85945945945946,0.009000000000000001,0.040999999999999995,0.006999999999999999,111.0,0.18,0.0,111.0,22.0,22.0,22.0,195.58,90.7184,,,,,,0.165,0.01,0.075,-15.699999999999998,1,0,25.47,21.4,20.43,25.47,25.47
0.11534507451132184,-1.3375556415715115,0.56064679698084,0.5020187729823883,0.02693903619121347,10.831701180568995,0.015545964776466036,0.14718076253144957,0.012995742210179989,1148.2222222222222,0.06100783820398684,0.0,10334.0,22.0,30.0,26.0,205.74,105.3240624,,,,,,0.14326562802399845,0.11765666731178634,0.17601741823108186,1.83843622992065,9,0,34.66,40.73,41.18,41.18,41.18
0.011333333333333332,-5.833333333333333,0.48733333333333334,0.4086666666666667,0.30000000000000004,10.135714285714284,0.017,0.04900000000000001,0.005333333333333333,84.0,0.07300000000000001,0.0,168.0,21.0,22.0,21.5,194.31,86.18248,,,,,,0.14366666666666664,0.05066666666666667,0.04666666666666667,9.033333333333335,2,0,23.81,25.14,22.39,23.81,25.14
-0.020408785845027456,-5.005521659548505,0.4472135448444174,0.3723126906650397,0.3288538743136059,13.209517998779745,0.006216900549115313,0.06227181208053691,0.0029447834045149483,1092.6666666666667,0.11313636363636365,0.0,3278.0,22.0,25.0,23.666666666666668,203.19999999999996,92.98636,25.5,30.5,3.37,11.46,11.0,0.2103575350823673,0.029338010982306286,0.09569829164124466,-7.241153142159853,3,0,28.66,25.92,25.94,25.92,28.66
0.022603345280764638,-5.443966547192354,0.5221720430107527,0.40185304659498206,0.32108602150537635,10.468817204301075,0.006637992831541218,0.08681003584229392,0.009560334528076465,279.0,0.06756869772998805,0.0,837.0,22.0,26.0,24.0,195.58,109.315672,30.0,34.0,3.37,10.77,15.0,0.13356869772998806,0.030086021505376342,0.14585304659498208,-10.686140979689366,3,0,25.53,26.37,27.24,27.24,27.24
0.0685708269525268,-1.683499234303216,0.49162274119448696,0.48193162327718225,0.0,8.2339663093415,0.01025551301684533,0.14354762633996937,0.0643604134762634,1088.3333333333333,0.0404957886676876,0.0,13060.0,22.0,33.0,27.5,208.28,118.87890333333333,,,,,,0.12165474732006125,0.10472557427258805,0.18421607963246556,-4.027794793261869,12,0,30.63,36.72,40.87,40.87,40.87
-0.015103092783505155,-2.9618556701030925,0.36218556701030935,0.3053505154639175,0.2443298969072165,7.7938144329896915,0.017072164948453608,0.03420618556701031,0.006515463917525773,48.5,0.3213092783505154,0.0,97.0,23.0,28.0,25.5,180.34,77.11064,,,,,,0.1652783505154639,0.03583505154639176,0.033391752577319585,-6.754639175257731,2,0,28.25,22.21,19.13,28.25,28.25
-0.01916607270135424,-5.929864575908767,0.4535830363506771,0.4072929436920884,0.19549251603706344,10.992444761225945,0.01632786885245902,0.12919672131147542,0.015736279401282968,350.75,0.07223806129722025,0.0,1403.0,23.0,26.0,24.5,208.28,108.408488,,,,,,0.17768139700641483,0.06352387740555952,0.19606414825374197,-12.945901639344262,4,0,23.78,28.74,28.69,28.69,28.74
0.06995451364590623,-1.9100069979006296,0.5058019594121763,0.45559622113365994,0.23504968509447163,20.967669699090273,0.027736878936319105,0.09843596920923724,0.0071028691392582225,357.25,0.10011196641007698,0.0,1429.0,23.0,26.0,24.5,,,,,,,,0.265370188943317,0.08788593421973408,0.11050034989503149,,4,0,34.94,37.0,33.04,37.0,37.0
0.03207735495945103,-5.266874610106051,0.48223705552089835,0.47658265751715534,0.0,8.727136618839676,0.01742857142857143,0.17230131004366814,0.016242669993761696,267.1666666666667,0.029538365564566436,0.0,1603.0,23.0,31.0,27.5,203.19999999999996,120.20188,,,,,,0.13948222083593262,0.1254235807860262,0.2191609482220836,-2.1661260137242673,6,0,23.18,32.58,33.38,33.38,33.38
0.19277201012855474,3.156982859368913,0.6175894039735099,0.5372327132839891,0.12502434748733932,25.44770159719517,0.010749464355278536,0.07555916439423452,0.0017748344370860927,1711.3333333333333,0.13660011686793921,0.5,20536.0,26.0,35.0,30.5,,,,,,,,0.2639124464355278,0.06354095247370471,0.0873577132839891,,12,6,61.05,55.39,54.62,55.39,61.05
0.09795373264974365,0.21062898586970116,0.48808653244966865,0.4379789921220458,0.20496698762035764,8.651794422908592,0.02825271976991372,0.10753957734150306,0.0054949356008503186,888.5555555555555,0.12174865574590471,0.0,7997.0,25.0,33.0,29.0,195.58,102.0582,,,,,,0.12896086032262097,0.07162348380642741,0.14416393647617856,4.118106790046268,9,0,33.09,39.08,35.14,33.09,39.08
0.07276521832268198,-1.4803991574136885,0.5211966510764398,0.44455107286943485,0.31351333499946443,17.01250312399586,0.015818236995251526,0.11162622728408726,0.0065159770073904815,1750.5625,0.10135556428290907,0.0,28009.0,18.0,33.0,25.5,205.74,112.490816,,,,,,0.2319104930558035,0.06055717804991253,0.16352997250883644,-0.9246492198936056,16,0,43.11,44.24,43.41,43.41,44.24
0.15735987188286432,2.879141745922803,0.5682719220838643,0.514164525933915,0.38153799392097265,15.27938033140504,0.0126429061672713,0.1440209170833742,0.02989789848677975,1912.3125,0.16604912246298656,0.3125,30597.0,21.0,37.0,28.5625,207.645,111.13004,31.0,35.5,3.37,12.15,20.0,0.1898132823479426,0.07262421152400562,0.2142345001143903,4.005088734189626,16,5,54.68,55.32,57.22,57.22,57.22
0.12965242024411575,1.225544697517016,0.5282230503060953,0.4996495684246549,0.08100513327502948,19.613491007262635,0.012371497015095632,0.16902536218107153,0.03258488915928363,1878.5,0.09721886763755276,0.0,26299.0,20.0,33.0,26.5,208.28,125.54778571428572,28.5,30.0,3.29,13.08,3.0,0.2543646146241302,0.08962568918970303,0.2508564203962128,-3.9040267690786723,14,0,46.99,49.48,52.2,52.2,52.2
0.03548755136572396,-3.5324389654338897,0.512645636934977,0.45336487793086777,0.2824253081943437,15.332849891225525,0.011655064056079287,0.0860128112158569,0.013801788735798888,2068.5,0.07391624365482233,0.0,8274.0,24.0,27.0,25.5,203.2,101.49121,35.0,41.0,3.16,11.96,9.0,0.21284336475707036,0.053845177664974625,0.11932342277012328,-8.486451534928692,4,0,35.33,35.55,35.43,35.55,35.55
0.07410906529831975,-1.2530033202535467,0.516271053425898,0.46669302746755204,0.19541332125968408,17.762390582553575,0.01505121239561324,0.07325726934299226,0.009460509105543816,1656.5,0.11275279203139149,0.0,9939.0,23.0,28.0,25.5,,,,,,,,0.2205403964181507,0.05210554381728544,0.09506600261595734,,6,0,39.28,37.72,36.25,39.28,39.28
0.0747226240253136,-0.5573850152559612,0.5160413606057183,0.42102859080122046,0.30515159905074024,10.869567182732512,0.019527460730025994,0.1355901796813199,0.01849401062266923,1608.909090909091,0.07296027799751384,0.0,17698.0,20.0,30.0,25.0,205.27818181818182,98.5531709090909,27.0,33.5,3.3,11.29,13.0,0.15203345010735678,0.062460221493954124,0.208864956492259,0.973968810035032,11,0,36.48,42.55,42.03,42.55,42.55
0.072261875,-3.8211562499999996,0.532694375,0.501534375,0.0,16.44075,0.011195625,0.14839906249999998,0.013835000000000002,640.0,0.040512812499999995,0.0,3200.0,22.0,26.0,24.0,,,,,,,,0.21584968750000003,0.1001990625,0.1958996875,,5,0,31.47,35.37,36.92,36.92,36.92
0.052225967908140734,-2.5008096569998526,0.5286487560724275,0.40734933019284564,0.3451516266745179,12.863653761224791,0.014034300014721038,0.06124113057559252,0.0036493449138819373,849.125,0.08778963639040188,0.0,6793.0,23.0,34.0,29.5,198.12,99.79024,26.5,30.5,3.27,10.32,10.0,0.17576755483586046,0.02571720889150596,0.09696393346091566,-1.7096422788164287,8,0,32.38,32.31,30.49,32.31,32.38
0.028,-3.7,0.47700000000000004,0.456,0.0,16.32774193548387,0.013000000000000001,0.05999999999999999,0.007,310.0,0.092,0.0,310.0,24.0,24.0,24.0,,,,,,,,0.213,0.048,0.073,,1,0,29.46,27.83,26.4,29.46,29.46
0.09731088534107402,-1.8366690856313497,0.5141364296081278,0.47490689404934683,0.12333091436865022,13.305631349782292,0.013993831640058055,0.1350431059506531,0.015598838896952105,1148.3333333333333,0.049733671988388975,0.0,13780.0,23.0,34.0,28.5,205.74,107.83118909090909,,,,,,0.1882857039187228,0.11940391872278665,0.1505321480406386,-3.922489114658926,12,0,34.98,39.61,40.25,40.25,40.25
0.057129375951293755,-4.93820395738204,0.5107564687975646,0.4963120243531202,0.0,9.501369863013698,0.009030441400304415,0.1135296803652968,0.05368036529680365,219.0,0.027617960426179602,0.0,657.0,23.0,25.0,24.0,,,,,,,,0.12757077625570779,0.08042161339421613,0.1471232876712329,,3,0,24.47,28.72,31.88,31.88,31.88
0.13566055045871558,-1.1206422018348625,0.5363463302752293,0.501848623853211,0.0,17.124770642201835,0.020142201834862386,0.23043577981651372,0.03568348623853211,218.0,0.07107798165137615,0.0,872.0,23.0,26.0,24.5,203.2,119.06790000000001,25.5,28.5,3.5,12.26,8.0,0.20896788990825685,0.13919036697247705,0.32555045871559635,0.5568807339449542,4,0,34.01,43.04,45.61,45.61,45.61
0.044295774647887316,-4.492957746478873,0.5064084507042254,0.42391549295774655,0.29076056338028167,17.84788732394366,0.00595774647887324,0.06625352112676057,0.0035633802816901405,142.0,0.0567887323943662,0.0,426.0,23.0,25.0,24.0,198.12,92.98636,,,,,,0.23514084507042257,0.08245070422535211,0.051943661971830986,-2.8915492957746474,3,0,29.43,27.0,27.22,27.0,29.43
0.060873247117482085,-1.6638049236522283,0.5002140074789654,0.45826269866001873,0.23022608289186663,18.12087877843565,0.01644523215955126,0.09954931442817078,0.008940479900280462,1426.2222222222222,0.13632182923028982,0.0,12836.0,22.0,32.0,26.22222222222222,,,,,,,,0.23611662511685885,0.06650218136491119,0.13335416017450918,,9,0,39.55,38.82,37.66,38.82,39.55
0.08700319910981293,-0.5512761666318937,0.5374940538284999,0.41664371653105226,0.3721886779330969,16.648779470060504,0.015450865846025454,0.08597496348842061,0.007995966339801099,1198.25,0.14114938451909034,0.0,14379.0,20.0,31.0,25.5,198.12,95.934708,29.0,36.0,3.17,10.96,5.0,0.2160779609152236,0.028627234160929136,0.14449502747061688,-2.643709576465679,12,0,40.56,39.25,37.93,40.56,40.56
0.032553626149131765,-5.852877085461356,0.48055771195097036,0.42638100102145043,0.07678617637044603,13.246578140960166,0.00673987061627511,0.14311167858358867,0.015003064351378959,734.25,0.04097446373850868,0.0,2937.0,24.0,27.0,25.5,,,,,,,,0.18706094654409258,0.09681954375212803,0.19135886959482465,,4,0,27.08,30.67,33.21,33.21,33.21
0.055,-2.8,0.523,0.378,0.31,13.12,0.004,0.08800000000000001,0.006999999999999998,225.0,0.07899999999999999,0.0,225.0,22.0,22.0,22.0,205.74,106.59412,,,,,,0.155,0.037000000000000005,0.14,7.3,1,0,29.03,28.1,29.5,29.5,29.5
-0.103,-11.4,0.35,0.3,0.133,6.810810810810811,0.006999999999999998,0.107,0.0,74.0,0.038,0.0,74.0,24.0,24.0,24.0,203.2,99.79024,,,,,,0.14,0.027999999999999994,0.18600000000000003,-22.1,1,0,13.11,17.12,17.94,17.12,17.94
0.114,1.1,0.687,0.5,0.714,14.636065573770491,0.0,0.049,0.0,61.0,0.131,0.0,61.0,29.0,29.0,29.0,187.96,89.811216,,,,,,0.171,0.02,0.076,4.8,1,0,37.21,31.32,32.35,37.21,37.21
-0.13042105263157897,-11.678947368421051,0.3992105263157895,0.31126315789473685,,6.181578947368421,0.006789473684210527,0.14405263157894738,0.015526315789473687,76.0,0.06873684210526317,0.0,152.0,23.0,28.0,25.5,220.98,112.26401999999999,,,,,,0.1588421052631579,0.08578947368421053,0.2049473684210526,-13.426315789473685,2,0,13.85,18.96,21.53,21.53,21.53
-0.031983641842445114,-4.242272922944468,0.45919285406801547,0.3765622040464916,0.2847770124838571,12.902970297029702,0.012184674989238054,0.11798493327593629,0.03134610417563496,774.3333333333334,0.1490464916056823,0.0,2323.0,19.0,21.0,20.0,213.36,89.20642666666667,,,,,,0.20234610417563495,0.04498493327593629,0.1929849332759363,-9.162935858803271,3,0,28.9,29.41,30.82,30.82,30.82
0.0561390134529148,-3.367713004484305,0.5580179372197309,0.4649686098654708,0.2946591928251121,14.093273542600897,0.012636771300448433,0.1034932735426009,0.035793721973094175,111.5,0.1136188340807175,0.0,223.0,19.0,20.0,19.5,208.28,97.52228,,,,,,0.17973991031390135,0.07575336322869955,0.1324798206278027,-8.499551569506727,2,0,30.73,31.29,32.45,32.45,32.45
0.08607850198055456,-1.919121353979114,0.5516362981634858,0.386194094346417,0.3683107670147641,11.988764854159166,0.01615304285199856,0.0488566798703637,0.006635217861001081,925.6666666666666,0.0438836874324811,0.0,2777.0,23.0,25.0,24.0,198.12,87.69445333333333,,,,,,0.13809830752610733,0.01933273316528628,0.07983255311487217,-0.04497659344616492,3,0,31.29,32.69,30.2,31.29,32.69
-0.04375641025641026,-5.3500000000000005,0.4230213675213675,0.37331196581196585,0.3275641025641025,12.53846153846154,0.01344871794871795,0.07224358974358974,0.012756410256410255,117.0,0.113517094017094,0.0,234.0,23.0,26.0,24.5,195.58,83.91452,28.0,32.0,3.35,11.67,11.0,0.21161965811965813,0.043354700854700855,0.10213247863247862,-5.11025641025641,2,0,24.15,23.82,22.87,24.15,24.15
-0.016,-5.700000000000001,0.37299999999999994,0.333,0.0,11.592660550458715,0.018000000000000002,0.12,0.011000000000000001,109.0,0.091,0.0,109.0,22.0,22.0,22.0,,,,,,,,0.198,0.10400000000000001,0.13699999999999998,,1,0,22.48,26.62,25.7,26.62,26.62
0.053,-2.6,0.552,0.524,0.0,14.845921450151057,0.017,0.11199999999999999,0.009000000000000001,331.0,0.046,0.0,331.0,22.0,22.0,22.0,,,,,,,,0.18899999999999997,0.10499999999999998,0.12,,1,0,29.83,33.62,32.64,33.62,33.62
0.08499762470308789,-0.3760742820125243,0.5358367523213129,0.42092399049881235,0.3639486072122652,10.803886849492551,0.026196717771539625,0.06826365795724466,0.01246922910818398,771.8333333333334,0.17204361908874974,0.0,4631.0,23.0,29.0,25.666666666666668,195.15666666666667,84.368112,,,,,,0.14425761174692292,0.02795357374217232,0.10794212912977759,5.524357590153315,6,0,34.97,36.29,32.19,34.97,36.29
0.12999364001011815,2.2403895493802626,0.5503966682325733,0.5069113937773281,0.1645864561124562,25.97469013117479,0.01245094496440574,0.07735500307158602,0.009925992845011384,2767.3,0.18660813789614425,0.8,27673.0,28.0,37.0,32.5,,,,,,,,0.27969562389332564,0.0654575579084306,0.08991970512774185,,10,8,68.38,61.55,60.82,61.55,68.38
-0.042610062893081765,-4.233962264150943,0.3910943396226415,0.32940251572327045,0.2552704402515723,10.641509433962263,0.020559748427672955,0.056012578616352206,0.0055094339622641505,79.5,0.20293081761006287,0.0,159.0,23.0,24.0,23.5,190.5,88.45044,,,,,,0.20672955974842766,0.05050314465408805,0.06244025157232705,-14.269811320754721,2,0,25.64,24.13,20.73,25.64,25.64
0.0963864797102795,-1.9081716036772216,0.5612139474417309,0.5099986999721423,0.2724834246448138,14.622973349428916,0.009879097409230198,0.16741944470238648,0.04197539232983564,1076.9,0.06906527997028508,0.0,10769.0,20.0,30.0,24.6,215.392,114.75877599999998,,,,,,0.17878326678428824,0.10644693100566441,0.23068065744265948,-5.959587705450831,10,0,36.18,40.46,44.2,44.2,44.2
0.08593109540636043,-3.62756183745583,0.5515742049469964,0.47235512367491156,0.3652349823321555,12.485512367491165,0.008302120141342757,0.11578975265017669,0.01951590106007067,188.66666666666666,0.06041696113074205,0.0,566.0,23.0,25.0,24.0,204.04666666666665,107.047712,,,,,,0.14544699646643108,0.08831625441696113,0.14452473498233215,-10.440282685512367,3,0,29.0,31.25,32.95,32.95,32.95
0.068,-2.4,0.341,0.333,,11.046575342465752,0.006999999999999998,0.218,0.06,73.0,0.043,0.0,73.0,28.0,28.0,28.0,208.28,122.46984,,,,,,0.198,0.285,0.145,-3.8,1,0,23.57,31.65,38.23,38.23,38.23
-0.043,-7.373333333333332,0.4652,0.45013333333333333,0.0,17.919999999999998,0.010977777777777779,0.1388222222222222,0.013511111111111111,45.0,0.06682222222222223,0.0,90.0,23.0,30.0,26.5,,,,,,,,0.26199999999999996,0.1254,0.15031111111111115,,2,0,25.31,27.41,28.76,27.41,28.76
0.05601382488479263,-4.638479262672811,0.5736635944700461,0.5169170506912443,,12.171428571428573,0.01531336405529954,0.1267119815668203,0.026566820276497698,651.0,0.03768663594470047,0.0,1302.0,23.0,24.0,23.5,205.74,106.59412,,,,,,0.16732488479262675,0.07478341013824884,0.17806221198156683,-6.285253456221199,2,0,28.65,33.89,34.55,34.55,34.55
0.08759641255605381,0.4686506318793315,0.5139315124337546,0.4566612311455361,0.3424467998369344,15.001712189156134,0.020236037505095804,0.08536037505095802,0.012763962494904198,1226.5,0.19036404402772114,0.0,2453.0,25.0,27.0,26.0,,,,,,,,0.19377660008153283,0.0675621687729311,0.10415858132898492,,2,0,38.36,37.22,34.98,34.98,38.36
0.04635677162947111,-0.6619688168755733,0.4852445735249159,0.36750932436563744,0.304879853255885,14.822623051054725,0.01698440843778661,0.06089116478141242,0.011248547844695813,1090.3333333333333,0.23226383369000306,0.0,3271.0,24.0,26.0,25.0,198.12,84.06571733333332,,,,,,0.21977162947110976,0.028702843167227148,0.0963139712626108,-4.0177010088657905,3,0,37.37,33.03,30.88,37.37,37.37
0.09263482714468631,-2.803303457106274,0.5495656850192062,0.5068568501920615,0.03073495518565941,14.357592829705505,0.013671702944942382,0.1662676056338028,0.037043021766965424,557.8571428571429,0.0590775928297055,0.0,3905.0,20.0,28.0,24.142857142857142,216.98857142857145,108.86207999999999,,,,,,0.19324097311139565,0.09916773367477592,0.23549346991037132,-2.81190781049936,7,0,32.15,37.65,40.21,40.21,40.21
0.07108944628490299,-4.150307619498344,0.5428816848083293,0.46569190724088977,0.3202035021296734,12.331661145291056,0.01190487458589683,0.11696971131093231,0.011182205395172742,422.6,0.03644107903454804,0.0,2113.0,25.0,29.0,27.0,201.676,97.52228,,,,,,0.1493019403691434,0.08128111689540936,0.1513426407950781,-3.1302413629910077,5,0,28.37,32.3,32.77,32.3,32.77
-0.029,-5.7,0.435,0.409,0.176,14.69930715935335,0.013999999999999999,0.07400000000000001,0.0029999999999999996,866.0,0.09599999999999999,0.0,866.0,23.0,23.0,23.0,,,,,,,,0.21899999999999997,0.066,0.08199999999999999,,1,0,27.09,26.81,25.29,27.09,27.09
0.12002973977695167,-2.0256505576208177,0.5191022304832713,0.46244609665427505,0.20039591078066915,12.151672862453532,0.012806691449814127,0.2242546468401487,0.016366171003717473,107.6,0.07959851301115241,0.0,538.0,22.0,27.0,24.2,202.692,96.161504,25.0,31.0,3.38,11.83,8.0,0.16176022304832716,0.15801858736059482,0.28637360594795536,-3.1094795539033457,5,0,30.14,38.46,41.67,41.67,41.67
0.05452826267664172,-0.7312967581047382,0.5007664172901081,0.43807938487115544,0.2124883624272652,10.138653366583538,0.014766417290108065,0.09361221945137158,0.001845802161263508,1203.0,0.283593931837074,0.0,2406.0,30.0,31.0,30.5,,,,,,,,0.14838320864505403,0.06546259351620948,0.12414505403158771,,2,0,36.88,33.64,32.38,33.64,36.88
0.09360520645685422,0.0932075871569355,0.5456795945039031,0.4440125746176398,0.3994184592561195,18.51982621595846,0.010689202076931229,0.05099759810674297,0.0038295009007099715,2359.25,0.13121786584719722,0.16666666666666666,28311.0,22.0,33.0,27.5,198.12,90.97039555555556,,,,,,0.2490021546395394,0.015099537282328424,0.08585270742820812,0.3825509519268128,12,2,50.47,45.96,44.69,50.47,50.47
0.039,-2.7,0.512,0.386,0.414,14.775211267605636,0.015000000000000001,0.058,0.003,710.0,0.105,0.0,710.0,22.0,22.0,22.0,187.96,86.18248,28.5,35.5,3.2,11.01,9.0,0.20800000000000002,0.030000000000000002,0.08800000000000001,-3.2,1,0,31.41,30.27,28.11,31.41,31.41
