player,pos_cluster_calc,ws_per_48_calc,bpm_calc,ts_pct_calc,fg_pct_calc,fg3_pct_calc,pts_per_36_calc,stl_pct_calc,trb_pct_calc,blk_pct_calc,mps_calc,ast_pct_calc,allstar_pct_calc,sum_mp,start_age,end_age,avg_age,player_height,player_weight,team_id,draft_year,draft_number,draft_round,stand_jump,max_jump,court_sprint,lane_agility,bench_press,usg_pct_calc,orb_pct_calc,drb_pct_calc,net_rating_calc,career_years,all_star_total,score_guard,score_wing,score_big,score_nach_cluster,success_score,d_group,avg_score_d_group,score_d_group_diff,avg_score_d_number,score_d_number_diff
C.J. Watson,Guard,0.09551757214917721,-0.34771355329529474,0.5337004878855536,0.4197697014801952,0.36796816340031424,12.941304887124781,0.0235337798726536,0.05347076821301579,0.0041289175556106835,1209.3,0.18712966178781115,0.0,12093.0,23.0,32.0,27.5,187.96,79.60539600000001,GSW,Undrafted,61,Undrafted,,,,,,0.1740487885553626,0.02033986603820392,0.08652691639791615,0.3354833374679565,10,0,39.63,38.43,34.18,39.63,39.63,7,32.88851913477537,6.741480865224631,32.88851913477537,6.741480865224631
C.J. Williams,Guard,0.04962035928143712,-2.3452694610778444,0.5178251497005988,0.44874491017964074,0.2867520958083832,10.692215568862276,0.02115329341317365,0.042313772455089826,0.01270059880239521,417.5,0.09174491017964072,0.0,835.0,27.0,28.0,27.5,195.58,103.418976,LAC,Undrafted,61,Undrafted,,,,,,0.1363868263473054,0.01731377245508982,0.06577365269461077,-3.698682634730539,2,0,28.69,29.93,26.39,28.69,29.93,7,32.88851913477537,-2.958519134775372,32.88851913477537,-2.958519134775372
CJ Elleby,Wing,0.018248901903367493,-5.243777452415813,0.4877672035139092,0.3910322108345534,0.2816310395314788,10.684040995607612,0.015,0.10361054172767205,0.01571888726207906,683.0,0.1010805270863836,0.0,1366.0,20.0,21.0,20.5,198.12,90.7184,POR,2020,46,2,30.5,36.5,3.25,11.25,,0.1516544655929722,0.06,0.15093997071742313,-13.034992679355783,2,0,27.07,29.67,29.28,29.67,29.67,5,35.637464788732395,-5.967464788732393,35.711739130434786,-6.0417391304347845
CJ McCollum,Guard,0.10382452749140893,1.314427620274914,0.552397014604811,0.4546302620274914,0.3970910652920962,21.92068298969072,0.01384938788659794,0.05910932130584193,0.00990855884879725,1862.4,0.18529939862542955,0.0,18624.0,22.0,31.0,26.5,191.262,87.543256,POR,2013,10,1,32.0,38.5,3.32,11.02,13.0,0.2623994845360825,0.02169227878006873,0.09699667096219931,2.1158129295532646,10,0,48.84,42.77,41.25,48.84,48.84,1,47.20743935309973,1.6325606469002736,43.98444444444445,4.855555555555554
CJ Miles,Guard,0.08374184216616525,-0.4278349919000231,0.5330418884517473,0.41201810923397364,0.3529595579726915,16.901295996297154,0.017946887294607732,0.06675370284656329,0.012010356398981719,1080.25,0.08496545938440175,0.0,17284.0,18.0,34.0,25.5625,198.12,101.434511,UTA,2005,34,2,,,,,,0.21588914603101134,0.024397072436935896,0.10933649618143948,1.250971997222865,16,0,39.35,39.26,37.06,39.35,39.35,4,35.330078125,4.019921875000001,36.108695652173914,3.2413043478260875
CJ Wilcox,Guard,0.007231382978723408,-4.30904255319149,0.45413829787234045,0.36218882978723405,0.32996010638297874,12.73404255319149,0.019938829787234044,0.04531914893617021,0.008156914893617022,125.33333333333333,0.11850531914893617,0.0,376.0,24.0,26.0,25.0,195.58,88.45044,LAC,2014,28,1,,,,,,0.1907340425531915,0.017265957446808512,0.07283510638297873,-2.7821808510638295,3,0,26.71,26.36,22.96,26.71,26.71,3,38.37348242811502,-11.663482428115017,36.8948275862069,-10.1848275862069
Cade Cunningham,Guard,-0.011,-1.6,0.504,0.416,0.314,19.2,0.018000000000000002,0.092,0.019,1044.0,0.29100000000000004,0.0,2088.0,20.0,21.0,20.5,199.39,99.79024,DET,2021,1,1,,,,,,0.275,0.028999999999999998,0.162,-6.2,2,0,39.65,33.95,32.73,39.65,39.65,1,47.20743935309973,-7.557439353099731,56.28837837837838,-16.638378378378384
Cal Bowdler,Wing,0.061088937093275494,-3.1945770065075925,0.46182863340563995,0.4048503253796096,0.13882863340563992,11.0941431670282,0.015763557483731018,0.10981561822125814,0.0231648590021692,461.0,0.03347505422993493,0.0,1383.0,22.0,24.0,23.0,208.28,112.33961866666665,ATL,1999,17,1,,,,,,0.16228850325379612,0.07286767895878525,0.14772885032537958,-4.088937093275488,3,0,26.24,31.21,31.17,31.21,31.21,2,40.05011976047904,-8.840119760479041,38.768787878787876,-7.558787878787875
Calbert Cheaney,Guard,0.05050574817103649,-2.531421820329895,0.4987508520016359,0.4656517017312673,0.20573417548961698,12.801781251420005,0.0156785568228291,0.06852528740855182,0.006603853319398374,1692.8461538461538,0.1031345026582451,0.0,22007.0,22.0,34.0,28.0,200.66,97.74907599999999,WSB,1993,6,1,,,,,,0.17798395964920252,0.03798091516335712,0.09987299495615032,-0.5053664743036305,13,0,37.87,38.11,36.23,37.87,38.11,1,47.20743935309973,-9.09743935309973,42.25285714285714,-4.142857142857139
Caleb Martin,Wing,0.09610091743119266,-0.6338252891902671,0.5613390506581571,0.4554583167132031,0.3753478260869565,13.334503390506582,0.021073394495412845,0.09055404866374153,0.020010370961308335,626.75,0.08986717191862785,0.0,2507.0,24.0,27.0,25.5,195.58,92.98636,CHO,Undrafted,61,Undrafted,29.0,36.5,3.26,10.43,6.0,0.1626613482249701,0.049512963701635423,0.13207977662544876,1.621779018747507,4,0,33.64,36.5,34.56,36.5,36.5,7,32.88851913477537,3.611480865224628,32.88851913477537,3.611480865224628
Caleb Swanigan,Big,-0.015412213740458014,-6.181832061068703,0.49450839694656484,0.4698748091603054,0.0749297709923664,9.283053435114503,0.010297709923664123,0.17738320610687022,0.014783206106870228,218.33333333333334,0.11402137404580152,0.0,655.0,20.0,22.0,21.0,204.89333333333335,114.90997333333333,TOT,2017,26,1,,,,,,0.16516946564885499,0.09635267175572519,0.25543053435114504,-8.318015267175573,3,0,24.34,29.61,32.15,32.15,32.15,3,38.37348242811502,-6.22348242811502,38.770714285714284,-6.6207142857142856
Calvin Booth,Big,0.08588005360732634,-1.748447621174894,0.49740830913558187,0.4494219343310253,0.07035961581416127,9.571320080410988,0.011912441366986822,0.13158387312932768,0.05964574491847219,447.7,0.052386419477328576,0.0,4477.0,23.0,32.0,27.5,210.82,108.2270512,SEA,1999,35,2,,,,,,0.13932052713870896,0.08202389993299085,0.18142930533839624,-3.2262229171320085,10,0,28.61,33.7,36.93,36.93,36.93,4,35.330078125,1.5999218749999997,35.902307692307694,1.0276923076923055
Cam Reddish,Wing,0.014787503773015393,-3.0877754301237554,0.510418351946876,0.38580802897675825,0.32440084515544826,15.15955327497736,0.02090099607606399,0.06972804105040749,0.013789012979172954,828.25,0.07354965288258376,0.0,3313.0,20.0,23.0,21.5,202.565,98.65626,ATL,2019,10,1,,,,,,0.1999858134621189,0.02695381829157863,0.1122121943857531,-6.848445517657712,4,0,30.81,32.48,29.74,32.48,32.48,1,47.20743935309973,-14.727439353099733,43.98444444444445,-11.504444444444452
Cam Thomas,Guard,0.033,-3.4,0.519,0.433,0.27,17.433673469387756,0.013999999999999999,0.075,0.006,588.0,0.09699999999999999,0.0,1176.0,20.0,21.0,20.5,190.5,95.25432,BKN,2021,27,1,,,,,,0.221,0.015000000000000001,0.131,-6.4,2,0,32.1,30.96,29.61,32.1,32.1,3,38.37348242811502,-6.273482428115017,40.475625,-8.375625
Cameron Bairstow,Big,-0.020862275449101797,-8.074850299401197,0.3595748502994012,0.28246107784431135,0.12335329341317366,9.700598802395207,0.012299401197604792,0.11425748502994014,0.017167664670658684,83.5,0.06208982035928143,0.0,167.0,24.0,25.0,24.5,205.74,113.398,CHI,2014,49,2,31.0,33.5,3.37,11.39,,0.17694011976047905,0.0661437125748503,0.16067065868263475,-10.702395209580837,2,0,19.08,23.06,23.66,23.66,23.66,5,35.637464788732395,-11.977464788732394,32.0625,-8.4025
Cameron Johnson,Big,0.11792672998643147,1.076458616010855,0.5937835820895522,0.43990615106286746,0.39036928991406605,15.489280868385347,0.014457485300768883,0.08248258706467662,0.010352781546811398,1105.5,0.07797489823609227,0.0,4422.0,23.0,27.0,24.75,203.2,95.25432,PHO,2019,11,1,30.5,36.5,3.26,10.52,,0.16826662143826324,0.031215965626413388,0.13188444142921754,4.561714156490276,4,0,37.93,38.47,37.42,37.42,38.47,2,40.05011976047904,-1.5801197604790431,42.59162162162163,-4.121621621621628
Cameron Oliver,Wing,0.14873076923076925,-0.7761538461538462,0.6474461538461539,0.6061,0.3162692307692308,18.33230769230769,0.011000000000000001,0.11146923076923076,0.03438461538461538,65.0,0.10096153846153846,0.0,130.0,24.0,25.0,24.5,203.2,105.233344,ATL,Undrafted,61,Undrafted,28.0,39.5,3.16,12.17,5.0,0.1787153846153846,0.05635384615384616,0.17059999999999997,-3.7776923076923077,2,0,37.54,37.12,38.8,37.12,38.8,7,32.88851913477537,5.911480865224625,32.88851913477537,5.911480865224625
Cameron Payne,Guard,0.07873808570284342,-0.40440528634361234,0.5186167400881057,0.4235336403684421,0.36168301962354826,15.396235482579096,0.0183594313175811,0.06834401281537845,0.011071886263516219,624.25,0.2601698037645174,0.0,4994.0,21.0,28.0,24.5,187.95999999999998,83.744423,PHO,2015,14,1,29.8,35.5,3.28,10.9,0.0,0.20802422907488988,0.01925130156187425,0.11616940328394072,-0.09337204645574712,8,0,39.34,34.69,32.39,39.34,39.34,2,40.05011976047904,-0.7101197604790386,40.96823529411765,-1.6282352941176441
Cameron Reynolds,Guard,0.062347826086956534,-3.249163879598662,0.5581939799331104,0.4109598662207358,0.39032775919732443,13.244147157190636,0.009528428093645486,0.06440133779264214,0.006063545150501671,149.5,0.06893645484949834,0.0,299.0,23.0,25.0,24.0,201.93,102.0582,MIN,Undrafted,61,Undrafted,,,,,,0.1478227424749164,0.02068227424749164,0.1089866220735786,-8.030434782608697,2,0,29.25,28.71,28.16,29.25,29.25,7,32.88851913477537,-3.638519134775372,32.88851913477537,-3.638519134775372
Caris LeVert,Wing,0.06497020888026481,-0.5228969295742496,0.5267834722063692,0.43771909599360803,0.3326123730167789,19.11316059810524,0.01874831640223719,0.07422394703800937,0.009864627325647758,1251.5714285714287,0.22856854240383517,0.0,8761.0,22.0,28.0,25.0,199.20857142857145,92.66236571428571,BRK,2016,20,1,,,,,,0.24552767948864287,0.029103070425750485,0.11899143933340942,-2.1366396530076472,7,0,42.56,38.03,35.72,38.03,42.56,2,40.05011976047904,2.5098802395209603,37.26933333333333,5.290666666666674
Carl Herrera,Big,0.053586421288236756,-3.6407734394429245,0.5071114150708779,0.47951392688385974,0.0760657796568018,11.1026112907237,0.015477617508082566,0.12044155682666004,0.01753867197214623,1005.25,0.04980415319572246,0.0,8042.0,25.0,32.0,28.5,205.74,102.0582,HOU,1990,30,2,,,,,,0.16264312360109426,0.08480676448644617,0.15386856503357374,-2.853556329271325,8,0,30.07,35.03,35.04,35.04,35.04,3,38.37348242811502,-3.333482428115019,38.05870967741935,-3.018709677419352
Carl Landry,Big,0.14925572717806315,-0.26923811176674767,0.5950600485942381,0.5360704616452621,0.19075616105518917,17.316174939257202,0.009374783061437002,0.12536367580701147,0.01327716070808747,1280.4444444444443,0.053143179451579314,0.0,11524.0,24.0,32.0,28.0,205.74,112.490816,HOU,2007,31,2,31.5,36.5,3.29,11.35,21.0,0.2054336167997223,0.09906942034015966,0.1510844324887192,-3.1913398125650816,9,0,40.45,42.09,43.47,43.47,43.47,4,35.330078125,8.139921874999999,33.6573076923077,9.812692307692302
Carl Thomas,Guard,0.05804307116104868,-1.1711610486891386,0.47995505617977524,0.3973820224719101,0.32354494382022475,12.074157303370788,0.023833333333333335,0.06851310861423221,0.011303370786516855,178.0,0.09228277153558052,0.0,534.0,22.0,28.0,25.666666666666668,193.04,83.91452,CLE,Undrafted,61,Undrafted,,,,,,0.18220411985018725,0.028749063670411985,0.10776779026217229,-5.35187265917603,3,0,28.86,31.6,28.02,28.86,31.6,7,32.88851913477537,-1.2885191347753704,32.88851913477537,-1.2885191347753704
Carldell Johnson,Guard,-0.003,-1.5,0.372,0.314,0.267,8.168067226890756,0.037000000000000005,0.045,0.0,119.0,0.294,0.0,119.0,29.0,29.0,29.0,177.8,81.64656,NOH,Undrafted,61,Undrafted,,,,,,0.172,0.01,0.079,2.3,1,0,28.96,28.88,21.02,28.96,28.96,7,32.88851913477537,-3.928519134775371,32.88851913477537,-3.928519134775371
Carlos Arroyo,Guard,0.09076687634963854,-1.0928739085531876,0.512200826213501,0.4389328701530372,0.3147600225330955,12.728945638907145,0.014628485588207682,0.05435001408318468,0.001822927424654962,1183.4444444444443,0.27983879447939164,0.0,10651.0,22.0,31.0,26.22222222222222,187.96,91.52478577777778,TOT,Undrafted,61,Undrafted,,,,,,0.1909579382217632,0.023800300441273122,0.08417040653459769,0.5068913717021877,9,0,41.01,35.04,32.82,41.01,41.01,7,32.88851913477537,8.121480865224626,32.88851913477537,8.121480865224626
Carlos Boozer,Big,0.14309646481543437,1.3991598825322478,0.5548757295267833,0.521936768149883,0.016091000334560054,18.70270993643359,0.014877327980372475,0.17746749191479871,0.009847961042340434,2069.3076923076924,0.1321983569384038,0.15384615384615385,26901.0,21.0,33.0,27.0,205.54461538461538,120.02742153846154,UTA,2002,34,2,26.5,28.5,3.31,10.77,13.0,0.24255834355600164,0.08837266272629271,0.2660199620831939,-0.0764804282368685,13,2,51.33,54.09,55.31,55.31,55.31,4,35.330078125,19.979921875000002,36.108695652173914,19.20130434782609
Carlos Delfino,Guard,0.09369939550949914,0.4619689119170985,0.5190607081174439,0.40103678756476685,0.3596270293609672,12.78,0.020810189982728846,0.09060284974093265,0.005935578583765112,1447.5,0.1204451640759931,0.0,11580.0,22.0,30.0,26.0,198.12,104.32616,DET,2003,25,1,,,,,,0.1769692573402418,0.028326856649395507,0.15509853195164075,0.062227979274611434,8,0,38.04,40.11,37.53,38.04,40.11,3,38.37348242811502,1.7365175718849812,37.88903225806452,2.220967741935482
Carlos Rogers,Big,0.09473452423063318,-0.9750972762645914,0.563636717368235,0.5404036080650867,0.16453307392996105,13.97721966749204,0.011682525645560665,0.12849115670321898,0.03023611602405377,706.75,0.0531998585072515,0.0,5654.0,23.0,30.0,26.5,210.82,102.511792,HOU,1994,11,1,,,,,,0.17543544393349841,0.10158012026883621,0.155825079589671,-4.160665015917934,8,0,33.7,37.12,38.87,38.87,38.87,2,40.05011976047904,-1.1801197604790445,42.59162162162163,-3.7216216216216296
Carmelo Anthony,Wing,0.11977193546904445,1.3408236429654823,0.5418922875396425,0.44571218458427175,0.3414567265707589,23.400910051937306,0.01419655742979271,0.10113225628533346,0.012039343659511882,2290.2105263157896,0.144366456772533,0.5263157894736842,43514.0,19.0,37.0,28.0,202.93263157894737,105.7346825263158,DEN,2003,3,1,30.5,33.5,3.15,11.4,7.0,0.29662402904812246,0.0516277749689755,0.1510611527324539,1.7761111366456772,19,10,63.56,60.43,59.99,60.43,63.56,1,47.20743935309973,16.352560646900272,52.80105263157895,10.758947368421055
Caron Butler,Wing,0.08632170966717256,-0.224483817456676,0.5215117354321815,0.43210980129177995,0.32407665972540856,15.798807044788763,0.021695867010200123,0.08940871069071402,0.006025165001941199,2023.7857142857142,0.12241019306109484,0.14285714285714285,28333.0,22.0,35.0,28.5,200.66,102.34979485714287,WAS,2002,10,1,27.0,31.0,3.33,12.15,2.0,0.21671122013200153,0.04433046271132602,0.13618861398369392,-0.8435887481029187,14,2,46.84,48.02,45.21,48.02,48.02,1,47.20743935309973,0.8125606469002733,43.98444444444445,4.035555555555554
Carsen Edwards,Guard,0.0185056657223796,-5.086827195467422,0.46906232294617567,0.3620056657223796,0.2968866855524079,13.732011331444761,0.014485835694050993,0.060712464589235134,0.006641643059490085,235.33333333333334,0.10448300283286122,0.0,706.0,21.0,23.0,22.0,180.34,90.71840000000002,BOS,2019,33,2,28.5,34.0,3.22,10.53,14.0,0.18841359773371105,0.01704674220963173,0.10488668555240793,-4.997450424929178,3,0,27.35,26.57,24.78,27.35,27.35,4,35.330078125,-7.980078124999999,37.37076923076923,-10.020769230769226
Cartier Martin,Wing,0.05359773202029245,-2.157594747836467,0.5152047150104446,0.390812294837362,0.3678057296329454,13.215040286481647,0.014925395404356908,0.07870546105640108,0.006189794091316025,478.7142857142857,0.05686302596239928,0.0,3351.0,24.0,30.0,27.0,200.66,99.79024,WAS,Undrafted,61,Undrafted,27.0,29.5,3.43,12.1,11.0,0.1772312742464936,0.029415696806923308,0.12849418084153985,-1.0514771709937332,7,0,29.89,31.72,30.25,31.72,31.72,7,32.88851913477537,-1.168519134775373,32.88851913477537,-1.168519134775373
