player,pos_cluster_calc,ws_per_48_calc,bpm_calc,ts_pct_calc,fg_pct_calc,fg3_pct_calc,pts_per_36_calc,stl_pct_calc,trb_pct_calc,blk_pct_calc,mps_calc,ast_pct_calc,allstar_pct_calc,sum_mp,start_age,end_age,avg_age,player_height,player_weight,team_id,draft_year,draft_number,draft_round,stand_jump,max_jump,court_sprint,lane_agility,bench_press,usg_pct_calc,orb_pct_calc,drb_pct_calc,net_rating_calc,career_years,all_star_total,score_guard,score_wing,score_big,score_nach_cluster,success_score,d_group,avg_score_d_group,score_d_group_diff,avg_score_d_number,score_d_number_diff
Kentavious Caldwell-Pope,Guard,0.08313257234404726,-0.8005607289476319,0.5422734554921397,0.42167793131070386,0.35839100831080406,14.235986782817662,0.018696505457094222,0.05827155301892461,0.006262040652848704,1997.4,0.08392039651547012,0.0,19974.0,20.0,30.0,24.6,195.58,92.8049232,DET,2013,8,1,29.0,34.5,3.12,10.6,7.0,0.17387668969660558,0.022704115349954944,0.09468474016221087,-0.686146991088415,10,0,40.66,41.21,38.34,40.66,41.21,1,47.20743935309973,-5.997439353099729,42.52105263157895,-1.3110526315789457
Kenyon Martin,Big,0.09956812483790092,0.08602057577591424,0.5120733984611394,0.4836575603008558,0.19482968790524768,14.533362150946658,0.020075041065098987,0.12830574046857438,0.028305481110054462,1542.2666666666667,0.10594246563499611,0.06666666666666667,23134.0,23.0,37.0,30.0,205.74000000000004,106.92675413333333,DEN,2000,1,1,,,,,,0.2020717126307599,0.06522434511973718,0.19054504192962737,3.469192530474626,15,1,42.42,46.08,45.73,45.73,46.08,1,47.20743935309973,-1.1274393530997315,56.28837837837838,-10.208378378378384
Kenyon Martin Jr.,Wing,0.08988105726872248,-1.4352422907488986,0.5979030837004405,0.523590308370044,0.36013656387665194,14.718502202643174,0.011176211453744493,0.10762555066079296,0.026704845814977972,908.0,0.08380616740088107,0.0,2724.0,20.0,22.0,21.0,198.12,97.52227999999998,HOU,2020,52,2,31.5,38.5,3.16,11.93,,0.1602555066079295,0.05966519823788547,0.1571541850220264,-8.70352422907489,3,0,35.07,36.17,37.34,36.17,37.34,6,33.73416,3.6058400000000006,33.85157894736842,3.488421052631587
Keon Clark,Big,0.10958185923974408,-0.6773052314640572,0.5303773679588508,0.49978308869652494,0.029011416384393425,13.026119683853972,0.01197515995483628,0.1459956090829256,0.050131225693137625,1328.5,0.0652994605444737,0.0,7971.0,23.0,28.0,25.5,210.82000000000002,100.09263466666665,DEN,1998,13,1,,,,,,0.17846079538326434,0.09098243633170242,0.2023133860243382,1.2110400200727638,6,0,35.43,39.75,42.85,42.85,42.85,2,40.05011976047904,2.7998802395209594,42.781891891891895,0.06810810810810608
Keon Johnson,Guard,-0.031,-5.9,0.45299999999999996,0.353,0.34,13.759540889526544,0.02,0.063,0.017,348.5,0.163,0.0,697.0,19.0,21.0,20.0,191.76999999999998,83.91452,POR,2021,21,1,41.5,48.0,3.0,11.45,,0.21200000000000002,0.037000000000000005,0.091,-19.0,2,0,27.53,26.43,23.89,27.53,27.53,3,38.37348242811502,-10.843482428115017,38.585,-11.055
Kerry Kittles,Guard,0.12723521767381418,2.2115541378699275,0.5229646169295292,0.43916622363990787,0.3776193514088251,15.217224880382775,0.025228365526611143,0.06619008801464943,0.00990194341071534,2116.125,0.13177027585799517,0.0,16929.0,22.0,30.0,26.0,195.58,81.759958,NJN,1996,8,1,,,,,,0.19631141827633056,0.03300153582609723,0.10130533404217615,0.6768208399787348,8,0,44.23,44.98,40.94,44.23,44.98,1,47.20743935309973,-2.227439353099733,42.52105263157895,2.4589473684210503
Kessler Edwards,Wing,0.031,-3.8,0.516,0.41200000000000003,0.353,10.329483282674774,0.013999999999999999,0.095,0.022000000000000002,493.5,0.040999999999999995,0.0,987.0,21.0,22.0,21.5,200.66,92.079176,BRK,2021,44,2,28.0,37.0,3.25,11.3,,0.138,0.05,0.138,-3.3,2,0,26.04,29.88,29.82,29.88,29.88,5,35.637464788732395,-5.7574647887323955,34.30882352941177,-4.428823529411769
Kevin Burleson,Guard,-0.032,-6.2,0.367,0.25,0.185,7.432941176470589,0.039,0.044000000000000004,0.005,340.0,0.20800000000000005,0.0,340.0,26.0,26.0,26.0,190.5,92.98636,CHA,Undrafted,61,Undrafted,,,,,,0.157,0.013000000000000003,0.08,-0.9,1,0,23.6,26.75,18.64,23.6,26.75,7,32.88851913477537,-6.138519134775372,32.88851913477537,-6.138519134775372
Kevin Duckworth,Big,0.06795956935058986,-3.770959798419425,0.5110983277975032,0.4656183713205818,0.025861871492383462,16.6655136868629,0.00887120604741725,0.12440184400412323,0.011053373038598099,1587.4545454545455,0.049179589966785016,0.18181818181818182,17462.0,22.0,32.0,27.0,213.36,136.0776,POR,1986,33,2,,,,,,0.20948574046500973,0.0853794525254839,0.16472729355171228,-0.42881685946626963,11,2,39.78,41.58,42.95,42.95,42.95,4,35.330078125,7.619921875000003,37.37076923076923,5.579230769230776
Kevin Durant,Wing,0.21580254426381523,6.774389289750499,0.6152449505925991,0.4955489582427773,0.3807181894578226,26.62543684256281,0.014796777652206671,0.10784850328899707,0.023356515691558725,2300.6,0.20386699121968183,0.8666666666666667,34509.0,19.0,34.0,26.2,206.24800000000002,106.44292266666666,OKC,2007,2,1,26.0,33.5,3.45,12.33,0.0,0.3024437103364339,0.022239937407632793,0.18605943377090037,5.8732620475817905,15,13,76.14,70.68,70.83,70.68,76.14,1,47.20743935309973,28.93256064690027,48.357837837837835,27.782162162162166
Kevin Edwards,Guard,0.039203952517610226,-1.1513566397078006,0.480238520740934,0.42238722932428907,0.30605837464127317,15.47962431515784,0.026582898512914167,0.05962809809548656,0.008109052961127053,1393.8181818181818,0.16699530393947298,0.0,15332.0,23.0,35.0,28.181818181818183,190.5,92.23037333333333,MIA,1988,20,1,,,,,,0.21828085050873988,0.03655739629533003,0.08421771458387686,-0.5323115053482911,11,0,38.93,38.54,33.92,38.93,38.93,2,40.05011976047904,-1.1201197604790423,37.26933333333333,1.6606666666666712
Kevin Gamble,Wing,0.11012972153294734,0.21463330576233797,0.5539469258340226,0.5000255031706644,0.2634507857733664,15.270223325062034,0.01626537082988696,0.056485456299972425,0.007624207333884753,1450.8,0.1313416735594155,0.0,14508.0,22.0,31.0,26.5,195.58,95.25432,BOS,Undrafted,61,Undrafted,,,,,,0.18260828508409152,0.029675420457678528,0.08251054590570721,-0.36785221946512264,10,0,41.35,39.48,37.21,39.48,41.35,7,32.88851913477537,8.46148086522463,32.88851913477537,8.46148086522463
Kevin Garnett,Big,0.18225847911460194,5.614998611606966,0.5451607164108057,0.49697173628466024,0.23828473957713514,18.61549446626205,0.019434071165060098,0.16994081478836925,0.030219266928477925,2400.8571428571427,0.19308187552064737,0.7142857142857143,50418.0,19.0,39.0,29.0,210.82000000000002,106.68483839999999,MIN,1995,5,1,,,,,,0.2470052362251577,0.0755659685033123,0.25998024515054147,5.269465270339959,21,15,70.7,72.38,73.33,73.33,73.33,1,47.20743935309973,26.12256064690027,48.487297297297296,24.842702702702702
Kevin Huerter,Guard,0.05553410490027087,-1.3536813592711152,0.5457116473774933,0.43053139620783054,0.3792354099975376,13.861019453336617,0.015022162029056882,0.0640009849790692,0.010386358039891653,1624.4,0.15271041615365674,0.0,8122.0,20.0,24.0,22.0,200.66,87.6339744,ATL,2018,19,1,31.0,38.0,3.09,10.89,9.0,0.16880916030534351,0.0216606747106624,0.10548608717064761,-0.4079044570302881,5,0,37.91,35.95,34.3,37.91,37.91,2,40.05011976047904,-2.1401197604790454,37.71242424242424,0.19757575757575552
Kevin Johnson,Guard,0.17773983480308048,3.893328278999242,0.5841387015681737,0.4916544830613303,0.22375535692909304,18.85572004309485,0.02100590559035952,0.053580343960735806,0.0043915645824188975,2088.4166666666665,0.3883166274290731,0.25,25061.0,21.0,33.0,26.583333333333332,185.42,86.18248,PHO,1987,7,1,,,,,,0.22617760663979888,0.022412712980328,0.08295195722437253,0.7536451059415028,12,3,62.61,52.89,49.26,62.61,62.61,1,47.20743935309973,15.40256064690027,44.54944444444445,18.060555555555553
Kevin Jones,Big,0.032,-4.1,0.418,0.402,,10.347305389221557,0.013999999999999999,0.135,0.012,334.0,0.048,0.0,334.0,23.0,23.0,23.0,203.2,117.93392,CLE,Undrafted,61,Undrafted,27.5,32.5,3.6,11.94,17.0,0.162,0.126,0.145,6.0,1,0,23.8,29.44,29.9,29.9,29.9,7,32.88851913477537,-2.9885191347753732,32.88851913477537,-2.9885191347753732
Kevin Knox II,Wing,-0.0039860349127182025,-4.677705735660847,0.4816059850374065,0.3690703241895262,0.3405346633416459,14.6585536159601,0.010291770573566086,0.08215461346633417,0.013362593516209475,802.0,0.06423192019950125,0.0,4010.0,19.0,23.0,21.0,201.676,97.52228,NYK,2018,9,1,,,,,,0.20158354114713217,0.029417456359102243,0.13778004987531173,-10.682493765586035,5,0,28.66,28.87,28.95,28.87,28.95,1,47.20743935309973,-18.25743935309973,45.305263157894736,-16.355263157894736
Kevin Love,Big,0.16963196492626545,3.359529693104823,0.571517696293344,0.44130737345556,0.35092176165803113,20.50981267437226,0.010572060581905143,0.19343140693503388,0.010794420087684336,1672.6666666666667,0.12644715025906736,0.3333333333333333,25090.0,20.0,34.0,27.0,206.92533333333333,114.72853653333333,CLE,2008,5,1,29.5,35.0,3.22,11.17,18.0,0.24598242327620568,0.09173503387803907,0.29602176165803107,0.05642088481466743,15,5,55.3,57.44,60.12,60.12,60.12,1,47.20743935309973,12.912560646900268,48.487297297297296,11.632702702702701
Kevin Martin,Guard,0.1365376408924347,0.9856857924764598,0.5846281367410362,0.4384744190361334,0.3806790203627255,20.71314996057331,0.015237070365044762,0.06097142724616169,0.00272897629760193,1796.5833333333333,0.1060490746324041,0.0,21559.0,21.0,32.0,26.5,200.66,85.61549000000001,SAC,2004,26,1,,,,,,0.24381557586158914,0.021456004452896704,0.1004657451644325,-0.6238693816967393,12,0,47.59,44.71,42.55,47.59,47.59,3,38.37348242811502,9.216517571884985,38.770714285714284,8.81928571428572
Kevin Ollie,Guard,0.06789589200738079,-2.3357871224628535,0.49791317859570744,0.4092443430125279,0.2699084199281344,8.738312129746527,0.017250364183742838,0.056952121977274936,0.0018598620957560453,792.0769230769231,0.2225926969020103,0.0,10297.0,25.0,37.0,31.0,189.32769230769233,88.45044,PHI,Undrafted,61,Undrafted,,,,,,0.1329272603670972,0.016106341652908616,0.09820666213460232,-2.088530639992231,13,0,34.78,32.56,29.78,34.78,34.78,7,32.88851913477537,1.8914808652246293,32.88851913477537,1.8914808652246293
Kevin Pangos,Guard,0.016,-6.1,0.408,0.326,0.231,8.327710843373495,0.009000000000000001,0.037000000000000005,0.0,166.0,0.24600000000000002,0.0,166.0,29.0,29.0,29.0,185.42,81.19296800000001,CLE,Undrafted,61,Undrafted,,,,,,0.146,0.013999999999999999,0.059000000000000004,-12.1,1,0,26.7,20.96,19.54,26.7,26.7,7,32.88851913477537,-6.1885191347753725,32.88851913477537,-6.1885191347753725
Kevin Porter Jr.,Guard,0.013829661885245903,-2.6611936475409834,0.531548924180328,0.4251752049180328,0.349405737704918,17.365573770491803,0.016311987704918034,0.07400563524590165,0.009786116803278688,976.0,0.2580653176229508,0.0,3904.0,19.0,23.0,20.75,193.04,92.079176,HOU,2019,30,1,27.0,34.0,3.14,10.82,2.0,0.23306531762295082,0.023595543032786888,0.12614113729508197,-9.301306352459017,4,0,38.56,33.13,31.4,38.56,38.56,3,38.37348242811502,0.18651757188498408,38.05870967741935,0.5012903225806511
Kevin Salvadori,Big,-0.040211618257261404,-6.766390041493776,0.3465892116182573,0.2603941908713693,,6.2141078838174275,0.004473029045643153,0.10691286307053943,0.07194190871369295,120.5,0.07831120331950207,0.0,241.0,26.0,27.0,26.5,213.36,104.779752,SAC,Undrafted,61,Undrafted,,,,,,0.13631120331950208,0.05149792531120332,0.16377178423236513,-1.156846473029046,2,0,17.71,20.1,25.07,25.07,25.07,7,32.88851913477537,-7.8185191347753715,32.88851913477537,-7.8185191347753715
Kevin Seraphin,Big,0.04445241057542768,-4.268149300155521,0.5105003110419907,0.4902124416796268,0.0,14.074152410575428,0.006933281493001555,0.12756174183514774,0.03730233281493002,918.5714285714286,0.06517760497667185,0.0,6430.0,21.0,27.0,24.0,207.1914285714286,125.51538628571429,WAS,2010,17,1,,,,,,0.20540886469673406,0.08737993779160187,0.1674665629860031,-6.6770762052877135,7,0,31.1,32.96,36.16,36.16,36.16,2,40.05011976047904,-3.8901197604790454,38.768787878787876,-2.6087878787878793
Kevin Willis,Big,0.1022592409154893,-2.088035034669725,0.5237769667900527,0.48609259162713103,0.18567001199103278,16.177477712319483,0.012591105781763205,0.17378726343777698,0.012994317293154685,1826.7619047619048,0.0557320004170794,0.047619047619047616,38362.0,22.0,44.0,32.857142857142854,213.36,111.13003999999998,ATL,1984,11,1,,,,,,0.21245378238882226,0.11952056722798603,0.2287193837651843,-1.0168552213127573,21,1,45.16,50.3,52.12,52.12,52.12,2,40.05011976047904,12.069880239520955,42.59162162162163,9.52837837837837
Kevinn Pinkney,Big,0.075,-2.5,0.501,0.444,0.5,11.232000000000003,0.016,0.09,0.023,100.0,0.083,0.0,100.0,23.0,23.0,23.0,208.28,111.13004,BOS,Undrafted,61,Undrafted,,,,,,0.158,0.08199999999999999,0.098,-4.6,1,0,28.01,30.52,29.92,29.92,30.52,7,32.88851913477537,-2.3685191347753722,32.88851913477537,-2.3685191347753722
Kevon Looney,Big,0.16285600266045894,-0.20073162620552046,0.5862658796142335,0.5687647156634519,0.1215947788493515,10.293581642833388,0.014141503159294978,0.1577429331559694,0.029580478882607248,751.75,0.1109584303292318,0.0,6014.0,19.0,27.0,22.625,205.74,100.243832,GSW,2015,30,1,,,,,,0.12094163618224145,0.12670801463252412,0.1872411040904556,5.417409378117726,8,0,36.0,40.96,42.82,42.82,42.82,3,38.37348242811502,4.446517571884982,38.05870967741935,4.761290322580649
Keyon Dooling,Guard,0.06294332814489884,-2.0494552143766804,0.5164547191170228,0.4153448422244234,0.33126453940851847,12.919145323333804,0.017209990094806848,0.04010966463846045,0.003969293901231074,1087.2307692307693,0.18798521296165274,0.0,14134.0,20.0,32.0,26.0,190.89076923076922,88.10152307692307,LAC,2000,10,1,,,,,,0.18700183953587093,0.011152115466251592,0.06837965190321212,-1.0235460591481536,13,0,37.98,34.59,31.5,37.98,37.98,1,47.20743935309973,-9.227439353099733,43.98444444444445,-6.004444444444452
Khalid El-Amin,Guard,0.03,-2.4,0.4580000000000001,0.37,0.3330000000000001,12.115384615384617,0.027999999999999997,0.051,0.002,936.0,0.275,0.0,936.0,21.0,21.0,21.0,177.8,90.7184,CHI,2000,34,2,27.5,32.0,3.32,10.59,6.0,0.197,0.026000000000000002,0.079,-10.7,1,0,34.56,31.94,26.47,34.56,34.56,4,35.330078125,-0.7700781249999977,36.108695652173914,-1.5486956521739117
Khalid Reeves,Guard,0.06881034778139455,-1.315555936268631,0.5271756039061162,0.41568905259551137,0.3612602364228199,13.342264862086687,0.020903375021415115,0.0567577522700017,0.004243446976186397,972.8333333333334,0.2429914339557992,0.0,5837.0,22.0,27.0,24.5,190.5,90.71840000000002,TOT,1994,12,1,,,,,,0.19081754325852324,0.031020558506081892,0.08339797841356861,-3.754771286619839,6,0,38.24,34.78,31.25,38.24,38.24,2,40.05011976047904,-1.81011976047904,39.268484848484846,-1.028484848484844
Khem Birch,Big,0.1354424190435342,-1.0248123525627277,0.566796054042462,0.5169669740510402,0.08197512331117307,10.480377439416685,0.013823289727643148,0.1402695689470298,0.029072914432768604,777.1666666666666,0.08071456144113232,0.0,4663.0,25.0,30.0,27.5,205.3166666666667,104.70415333333335,ORL,Undrafted,61,Undrafted,30.5,35.5,3.26,11.6,,0.1243703624276217,0.11968110658374437,0.16178340124383445,-2.0651297447994854,6,0,33.54,38.38,39.86,39.86,39.86,7,32.88851913477537,6.971480865224628,32.88851913477537,6.971480865224628
Khris Middleton,Wing,0.1174031509762227,0.7044171660545139,0.5702043301759134,0.45730895998453513,0.39292412526580317,19.392712159288614,0.018977140924028614,0.08334999033442878,0.00521133771505896,1881.090909090909,0.18471341581287454,0.2727272727272727,20692.0,21.0,31.0,26.0,201.81454545454545,101.81078618181819,MIL,2012,39,2,28.0,31.0,3.47,11.45,4.0,0.23375681422772088,0.02172482118693215,0.14257558476705973,3.8936497196984345,11,3,52.46,49.67,47.31,49.67,52.46,4,35.330078125,17.129921875,34.2662962962963,18.193703703703704
Khyri Thomas,Guard,0.058066014669926655,-2.664303178484108,0.48368215158924205,0.3773691931540342,0.31417114914425426,13.959902200489,0.02263569682151589,0.05160880195599021,0.023581907090464548,136.33333333333334,0.13922738386308067,0.0,409.0,22.0,24.0,23.0,190.5,95.25432,DET,2018,38,2,30.0,35.0,3.18,10.96,14.0,0.18420293398533008,0.03075550122249389,0.07426650366748166,-5.363814180929096,3,0,30.53,30.12,27.0,30.53,30.53,4,35.330078125,-4.800078124999999,35.29576923076923,-4.76576923076923
Killian Hayes,Guard,-0.013470867501078983,-4.569917997410444,0.44972248597324127,0.3743249892101856,0.26733750539490725,9.822701769529564,0.022132498921018557,0.06552999568407425,0.017264997842037118,772.3333333333334,0.2607475183426845,0.0,2317.0,19.0,21.0,20.0,195.58,88.45044,DET,2020,7,1,,,,,,0.16654251186879587,0.018529995684074235,0.11595166163141993,-10.242166594734572,3,0,30.68,28.56,25.6,30.68,30.68,1,47.20743935309973,-16.52743935309973,44.54944444444445,-13.869444444444447
Killian Tillie,Big,0.057150855365474346,-2.9830482115085535,0.454547433903577,0.3373017107309487,0.3108864696734059,9.87620528771384,0.02088646967340591,0.06856609642301711,0.03211353032659409,321.5,0.05815085536547434,0.0,643.0,22.0,23.0,22.5,205.74,99.79024,MEM,Undrafted,61,Undrafted,27.5,32.0,3.4,11.6,,0.13366096423017107,0.04360342146189736,0.09524572317262829,5.154898911353032,2,0,25.68,29.46,27.6,27.6,29.46,7,32.88851913477537,-3.428519134775371,32.88851913477537,-3.428519134775371
Kim English,Guard,0.021,-4.2,0.477,0.375,0.28,10.516953316953316,0.021,0.052000000000000005,0.006,407.0,0.098,0.0,407.0,24.0,24.0,24.0,198.12,90.7184,DET,2012,44,2,29.0,36.5,3.33,10.59,,0.161,0.022000000000000002,0.084,-8.1,1,0,26.36,27.93,24.34,26.36,27.93,5,35.637464788732395,-7.707464788732395,34.30882352941177,-6.378823529411768
Kira Lewis Jr.,Guard,0.028018473895582326,-3.5643373493975905,0.4739871485943775,0.3909301204819277,0.3031453815261045,14.087710843373495,0.01890441767068273,0.048477911646586345,0.00808273092369478,415.0,0.19521686746987954,0.0,1245.0,19.0,22.0,20.333333333333332,185.42,77.11064,NOP,2020,13,1,,,,,,0.19395582329317268,0.01810843373493976,0.0789429718875502,-3.281044176706827,3,0,31.82,28.65,25.57,31.82,31.82,2,40.05011976047904,-8.230119760479042,42.781891891891895,-10.961891891891895
Kirk Haston,Big,-0.1972462686567164,-13.256716417910448,0.24389552238805973,0.21223880597014924,0.0,8.462686567164178,0.0,0.11524626865671643,0.03197014925373135,67.0,0.09553731343283582,0.0,134.0,22.0,23.0,22.5,205.74,109.769264,CHH,2001,16,1,27.0,31.5,3.35,12.25,11.0,0.2427761194029851,0.042522388059701495,0.18882089552238807,-15.127611940298507,2,0,10.68,11.19,15.46,15.46,15.46,2,40.05011976047904,-24.59011976047904,40.075625,-24.615625
Kirk Hinrich,Guard,0.09318523042754025,-0.046933185267444034,0.5136505274847307,0.40938130668147327,0.3753324449379974,12.79622431982232,0.018646122524523415,0.05383475846751805,0.006882250601517675,2078.076923076923,0.25673237090505274,0.0,27015.0,23.0,35.0,29.0,191.67230769230767,86.18248,CHI,2003,7,1,29.0,33.5,3.1,10.98,10.0,0.18180177679067186,0.012996890616324266,0.09478541550990191,0.06201369609476224,13,0,47.0,42.62,39.68,47.0,47.0,1,47.20743935309973,-0.20743935309972983,44.54944444444445,2.450555555555553
Kirk Snyder,Guard,0.06049915254237289,-1.2592090395480227,0.5238494350282485,0.4439338983050848,0.30886299435028247,13.605762711864408,0.013135593220338982,0.08241214689265537,0.01577175141242938,885.0,0.11454406779661017,0.0,3540.0,21.0,24.0,22.5,198.12,102.0582,HOU,2004,16,1,30.0,35.0,3.13,10.79,19.0,0.1943768361581921,0.05030536723163842,0.1157858757062147,-3.0945762711864404,4,0,33.56,33.3,32.82,33.56,33.56,2,40.05011976047904,-6.49011976047904,40.075625,-6.515625
Kiwane Garris,Guard,-0.0478991935483871,-6.406854838709678,0.42409274193548385,0.32520161290322586,0.3238911290322581,10.320967741935485,0.015423387096774195,0.04758870967741936,0.002721774193548387,124.0,0.20546774193548387,0.0,248.0,23.0,25.0,24.0,187.96,83.007336,DEN,Undrafted,61,Undrafted,,,,,,0.1855766129032258,0.013608870967741936,0.08238306451612902,-14.48790322580645,2,0,25.15,22.02,19.48,25.15,25.15,7,32.88851913477537,-7.738519134775373,32.88851913477537,-7.738519134775373
Klay Thompson,Guard,0.10940068605798599,0.7574597058408911,0.5719331798317748,0.4567100230252337,0.417156806541046,21.390404586250643,0.013381654997415537,0.05785169869836944,0.012999248155631785,2128.1,0.11249922466049528,0.5,21281.0,21.0,33.0,26.0,200.152,96.615096,GSW,2011,11,1,26.5,31.5,3.24,10.99,5.0,0.24937216296226683,0.01551975940980217,0.09709459141957615,8.637761383393636,10,5,55.38,51.48,50.19,55.38,55.38,2,40.05011976047904,15.32988023952096,42.59162162162163,12.788378378378376
Kobe Bryant,Guard,0.17044394185496636,4.555229557744104,0.5496571951395028,0.4475975080699879,0.3261769846002015,24.894602874354916,0.020778193556345994,0.0813129304850217,0.009515965211670129,2431.85,0.24213300573637353,0.9,48637.0,18.0,37.0,27.5,199.009,95.45843640000001,LAL,1996,13,1,,,,,,0.3184209141188807,0.035131155293295226,0.12689867796122295,4.1478524580052225,20,18,77.29,71.32,68.7,77.29,77.29,2,40.05011976047904,37.239880239520964,42.781891891891895,34.50810810810811
Kobi Simmons,Guard,-0.01306201550387597,-6.911472868217054,0.48848062015503874,0.42168837209302323,0.2811255813953488,10.894883720930231,0.01395658914728682,0.044860465116279065,0.00697829457364341,215.0,0.16448837209302325,0.0,645.0,20.0,25.0,22.0,193.88666666666666,78.62261333333333,CHA,Undrafted,61,Undrafted,30.5,38.5,3.18,11.15,3.0,0.16947286821705426,0.02492248062015504,0.0657953488372093,-16.740465116279072,3,0,26.31,23.74,21.69,26.31,26.31,7,32.88851913477537,-6.578519134775373,32.88851913477537,-6.578519134775373
Kornel David,Wing,0.07453627760252365,-2.9154574132492113,0.5200384858044164,0.44782712933753943,0.0,12.521640378548895,0.01562712933753943,0.11240883280757098,0.011176656151419558,528.3333333333334,0.07686372239747634,0.0,1585.0,27.0,29.0,28.0,205.74,105.83813333333335,TOT,Undrafted,61,Undrafted,,,,,,0.18148832807570978,0.07920504731861198,0.14858359621451103,-14.425552050473186,3,0,30.03,33.35,32.81,33.35,33.35,7,32.88851913477537,0.4614808652246296,32.88851913477537,0.4614808652246296
Kosta Koufos,Big,0.12024895750155266,-1.3227575192973116,0.5474022713157661,0.536842338745453,0.0,12.504338568006387,0.012994232987312572,0.1738850146393399,0.03703983674917931,1024.6363636363637,0.04880968858131488,0.0,11271.0,19.0,29.0,24.0,213.36,119.37716727272728,SAC,2008,23,1,,,,,,0.16026040280365542,0.12088270783426493,0.2271403602164848,-0.8529677934522223,11,0,35.01,41.65,44.56,44.56,44.56,3,38.37348242811502,6.186517571884984,38.29,6.270000000000003
Kostas Antetokounmpo,Big,-0.09886206896551723,-9.877011494252873,0.4797931034482758,0.42298850574712643,,8.689655172413794,0.02206896551724138,0.14798850574712644,0.041195402298850575,29.0,0.04629885057471264,0.0,87.0,21.0,23.0,22.0,208.28,90.71840000000002,LAL,2018,60,2,29.5,35.0,3.21,12.48,0.0,0.18536781609195402,0.0776551724137931,0.21713793103448273,20.956321839080463,3,0,17.48,26.27,26.58,26.58,26.58,6,33.73416,-7.1541600000000045,31.683999999999997,-5.103999999999999
Kostas Papanikolaou,Wing,0.015231404958677686,-2.674931129476584,0.4493994490358127,0.3537796143250688,0.2976694214876033,8.20495867768595,0.019079889807162537,0.08011019283746557,0.013269972451790634,544.5,0.1364022038567493,0.0,1089.0,24.0,25.0,24.5,203.2,106.59412,DEN,2012,48,2,,,,,,0.1411900826446281,0.0475206611570248,0.11277961432506887,-1.9520661157024795,2,0,26.81,28.94,26.87,28.94,28.94,5,35.637464788732395,-6.697464788732393,35.28809523809524,-6.348095238095237
Kris Dunn,Guard,0.03118602679328472,-2.1464303883330507,0.4764565033067661,0.4170049177547906,0.2924168221129388,12.190673223673056,0.031193996947600475,0.0764134305579108,0.01600678311005596,842.4285714285714,0.26279108021027636,0.0,5897.0,22.0,29.0,25.142857142857142,191.5885714285714,93.3103542857143,CHI,2016,5,1,,,,,,0.1864002034933017,0.01810191622859081,0.1379526878073597,-5.436781414278447,7,0,35.72,35.47,30.57,35.72,35.72,1,47.20743935309973,-11.487439353099731,48.487297297297296,-12.767297297297297
Kris Humphries,Big,0.10227592748735244,-1.6614530635188307,0.51527065767285,0.46425168634064085,0.05594870713884204,13.550590219224283,0.012025295109612142,0.1760748313659359,0.024883291174817315,1094.7692307692307,0.0653016441821248,0.0,14232.0,19.0,31.0,25.0,205.73999999999998,106.59412,TOR,2004,14,1,29.5,36.0,3.2,11.33,22.0,0.18902297639123103,0.11164537661607644,0.24266835300730746,-5.336270376616077,13,0,35.78,41.46,44.07,44.07,44.07,2,40.05011976047904,4.019880239520958,40.96823529411765,3.1017647058823528
Kristaps Porzingis,Big,0.12518881186212208,1.6781051415366839,0.5493281340265742,0.4432277103793569,0.3528041594454073,22.083535528596187,0.011168303485461198,0.1384695744271134,0.05143375698055074,1483.7142857142858,0.08568919699595609,0.14285714285714285,10386.0,20.0,27.0,23.571428571428573,220.98,108.86208,NYK,2015,4,1,,,,,,0.2685513190833815,0.062133160023108036,0.2139935490082804,0.7261024455998459,7,1,45.82,46.04,49.21,49.21,49.21,1,47.20743935309973,2.002560646900271,47.13102564102564,2.0789743589743637
Kurt Thomas,Big,0.11340036818851253,-0.7530670103092784,0.5192172312223858,0.4871798969072165,0.24090883652430048,11.887422680412369,0.014248932253313697,0.1571341678939617,0.023383873343151694,1508.888888888889,0.0741151325478645,0.0,27160.0,23.0,40.0,31.5,205.74,105.79366352941176,NYK,1995,10,1,,,,,,0.16889142120765832,0.08333862297496318,0.2297609351988218,0.8156701030927834,18,0,40.01,45.55,47.07,47.07,47.07,1,47.20743935309973,-0.13743935309972954,43.98444444444445,3.085555555555551
Kwame Brown,Big,0.07462155500784226,-2.408902830681903,0.5243908432295168,0.497473298976772,0.08361341399656434,10.837373963701546,0.012657405332735829,0.14518111882888937,0.02134154903278811,1115.75,0.06636836208828142,0.0,13389.0,19.0,30.0,24.5,210.82000000000002,118.68990666666667,WAS,2001,1,1,30.0,33.0,3.45,11.59,17.0,0.1577471058331466,0.09333661961311523,0.19815669579505563,-3.0523862872507284,12,0,33.37,38.49,39.99,39.99,39.99,1,47.20743935309973,-7.217439353099728,56.28837837837838,-16.29837837837838
Ky Bowman,Guard,-0.003,-4.3,0.494,0.417,0.308,11.810837438423647,0.021,0.065,0.009000000000000001,1015.0,0.19399999999999998,0.0,1015.0,22.0,22.0,22.0,185.42,84.821704,GSW,Undrafted,61,Undrafted,27.5,33.0,3.26,11.11,4.0,0.172,0.025,0.107,-8.4,1,0,31.19,30.13,27.02,31.19,31.19,7,32.88851913477537,-1.6985191347753705,32.88851913477537,-1.6985191347753705
